Date,Time,AQI,PM10,PM2.5,NO2,SO2,CO,O3
2025-04-14,13:00:00,3,3,2,1,2,149,113
2025-04-14,14:00:00,3,2,2,1,2,146,119
2025-04-14,15:00:00,3,3,2,1,2,145,121
2025-04-14,16:00:00,3,3,2,1,2,147,120
2025-04-14,17:00:01,3,5,4,1,2,149,116
2025-04-14,18:00:00,3,5,4,1,2,150,110
2025-04-14,19:00:00,3,5,4,1,2,150,102
2025-04-14,20:00:00,2,5,4,2,2,152,92
2025-04-14,21:00:00,2,5,4,2,1,153,85
2025-04-14,22:00:00,2,4,3,2,1,152,78
2025-04-14,23:00:00,2,4,3,3,1,152,74
2025-04-15,00:00:00,2,3,3,3,1,152,71
2025-04-15,01:00:00,2,3,2,3,1,150,69
2025-04-15,02:00:00,2,3,2,2,1,149,68
2025-04-15,03:00:00,2,2,2,2,1,147,69
2025-04-15,04:00:00,2,2,2,2,1,144,71
2025-04-15,05:00:00,2,3,2,2,1,143,72
2025-04-15,06:00:00,2,3,2,2,1,142,73
2025-04-15,07:00:00,2,4,2,2,1,142,75
2025-04-15,08:00:00,2,5,2,2,1,141,75
2025-04-15,09:00:00,2,6,2,2,1,140,78
2025-04-15,10:00:00,2,11,3,3,1,139,89
2025-04-15,11:00:00,2,13,3,2,1,137,92
2025-04-15,12:00:00,2,16,4,2,1,134,96
2025-04-15,13:00:00,3,23,6,1,1,139,107
2025-04-15,14:00:00,3,29,8,1,1,150,111
2025-04-15,15:00:00,3,33,9,1,1,156,112
2025-04-15,16:00:00,3,34,9,1,1,160,111
2025-04-15,17:00:00,3,23,6,1,1,147,102
2025-04-15,18:00:00,2,21,6,2,1,148,98
2025-04-15,19:00:00,2,19,5,3,1,147,93
2025-04-15,20:00:00,2,17,5,3,1,147,87
2025-04-15,21:00:00,2,16,4,3,1,147,81
2025-04-15,22:00:00,2,16,4,3,1,146,74
2025-04-15,23:00:00,2,16,5,3,1,146,68
2025-04-16,00:00:00,2,17,5,3,1,145,63
2025-04-16,01:00:00,1,18,6,2,0,143,58
2025-04-16,02:00:00,1,19,6,2,0,141,56
2025-04-16,03:00:00,2,20,6,1,0,139,56
2025-04-16,04:00:00,2,21,7,1,0,137,57
2025-04-16,05:00:00,2,22,7,1,0,136,59
2025-04-16,06:00:00,2,21,7,1,0,137,60
2025-04-16,07:00:00,2,21,7,2,0,138,61
2025-04-16,08:00:00,2,20,6,2,0,139,61
2025-04-16,09:00:00,2,20,6,2,1,140,64
2025-04-16,10:00:00,2,23,7,3,2,151,79
2025-04-16,11:00:00,2,24,8,3,2,157,88
2025-04-16,12:00:01,2,24,8,2,2,155,97
2025-04-16,13:00:00,3,22,6,1,1,148,109
2025-04-16,14:00:00,3,18,5,1,1,139,113
2025-04-16,15:00:00,3,15,4,1,1,134,113
2025-04-16,16:00:00,3,12,4,1,1,133,112
2025-04-16,17:00:00,3,12,3,1,1,134,108
2025-04-16,18:00:00,3,10,3,1,1,134,103
2025-04-16,19:00:00,2,9,3,2,1,134,96
2025-04-16,20:00:00,2,7,3,2,1,136,89
2025-04-16,21:00:00,2,7,3,3,1,138,83
2025-04-16,22:00:00,2,6,2,3,1,138,76
2025-04-16,23:00:00,2,6,2,4,1,139,70
2025-04-17,00:00:00,2,6,2,4,1,140,65
2025-04-17,01:00:00,2,6,2,4,1,138,61
2025-04-17,02:00:00,1,6,2,3,1,138,60
2025-04-17,03:00:00,1,7,3,3,1,136,59
2025-04-17,04:00:00,1,7,3,2,1,135,58
2025-04-17,05:00:00,1,7,3,2,1,134,54
2025-04-17,06:00:00,1,7,3,2,0,135,49
2025-04-17,07:00:00,1,7,3,2,0,137,45
2025-04-17,08:00:00,1,7,3,2,0,138,44
2025-04-17,09:00:00,1,7,3,2,1,138,49
2025-04-17,10:00:00,2,8,3,3,2,138,97
2025-04-17,11:00:00,3,7,3,2,1,136,107
2025-04-17,12:00:00,3,6,3,1,1,133,112
2025-04-17,13:00:00,3,6,3,1,1,134,117
2025-04-17,14:00:00,3,6,3,1,1,133,118
2025-04-17,15:00:00,3,6,3,1,1,132,119
2025-04-17,16:00:00,3,6,3,1,1,135,120
2025-04-17,17:00:00,3,6,3,1,1,136,115
2025-04-17,18:00:00,3,6,3,1,1,138,110
2025-04-17,19:00:00,2,5,3,2,1,139,100
2025-04-17,20:00:00,2,5,3,3,1,141,87
2025-04-17,21:00:01,2,5,3,4,1,143,77
2025-04-17,22:00:00,2,5,3,5,1,141,69
2025-04-17,23:00:00,2,5,3,5,1,141,65
2025-04-18,00:00:00,2,6,3,4,1,139,65
2025-04-18,01:00:00,2,6,3,3,1,137,65
2025-04-18,02:00:00,2,7,3,2,1,136,64
2025-04-18,03:00:00,2,8,3,2,1,135,64
2025-04-18,04:00:00,2,9,3,2,1,134,63
2025-04-18,05:00:00,2,10,3,2,1,134,63
2025-04-18,06:00:00,2,12,4,2,1,135,65
2025-04-18,07:00:00,2,14,4,3,1,137,65
2025-04-18,08:00:00,2,16,4,3,1,139,64
2025-04-18,09:00:00,2,18,5,3,1,140,66
2025-04-18,10:00:00,2,24,6,3,3,145,81
2025-04-18,11:00:00,2,24,7,3,3,147,90
2025-04-18,12:00:00,2,22,7,3,3,147,98
2025-04-18,13:00:00,3,16,7,2,3,144,113
2025-04-18,14:00:00,3,12,6,1,2,138,118
2025-04-18,15:00:00,3,11,5,1,2,136,118
2025-04-18,16:00:00,3,11,6,1,2,138,117
2025-04-18,17:00:00,3,10,5,1,2,136,118
2025-04-18,18:00:00,3,10,5,2,2,137,111
2025-04-18,19:00:00,3,11,5,3,2,138,103
2025-04-18,20:00:00,2,11,5,4,2,140,96
2025-04-18,21:00:00,2,11,5,4,2,141,91
2025-04-18,22:00:00,2,10,5,3,2,138,87
2025-04-18,23:00:00,2,9,4,3,2,136,86
2025-04-19,00:00:00,2,8,4,2,2,134,86
2025-04-19,01:00:00,2,8,4,2,2,132,84
2025-04-19,02:00:00,2,9,4,2,1,132,83
2025-04-19,03:00:00,2,9,4,1,1,132,82
2025-04-19,04:00:00,2,10,4,1,1,132,82
2025-04-19,05:00:00,2,12,4,1,1,133,83
2025-04-19,06:00:00,2,13,5,1,1,135,84
2025-04-19,07:00:00,2,14,5,2,1,136,84
2025-04-19,08:00:00,2,16,6,2,1,137,84
2025-04-19,09:00:00,2,16,6,2,1,137,86
2025-04-19,10:00:00,2,17,6,1,2,137,95
2025-04-19,11:00:00,3,16,6,1,2,134,101
2025-04-19,12:00:00,3,16,6,1,2,132,106
2025-04-19,13:00:00,3,16,7,1,2,133,110
2025-04-19,14:00:00,3,16,7,1,2,133,111
2025-04-19,15:00:00,3,15,7,1,2,133,111
2025-04-19,16:00:00,3,14,6,1,1,133,111
2025-04-19,17:00:00,3,13,6,1,1,134,108
2025-04-19,18:00:00,3,13,6,1,1,133,104
2025-04-19,19:00:00,2,12,5,2,1,133,100
2025-04-19,20:00:00,2,12,5,2,1,133,95
2025-04-19,21:00:00,2,13,5,3,2,133,92
2025-04-19,22:00:00,2,14,5,3,2,133,89
2025-04-19,23:00:00,2,17,6,3,2,134,88
2025-04-20,00:00:00,2,21,7,2,2,135,88
2025-04-20,01:00:00,2,24,8,2,2,136,87
2025-04-20,02:00:00,2,25,8,2,2,136,86
2025-04-20,03:00:00,2,25,8,2,1,137,86
2025-04-20,04:00:00,2,25,8,2,1,137,85
2025-04-20,05:00:00,2,24,8,2,1,137,84
2025-04-20,06:00:00,2,23,8,2,1,138,84
2025-04-20,07:00:00,2,22,8,2,1,138,82
2025-04-20,08:00:00,2,21,8,2,1,137,81
2025-04-20,09:00:00,2,20,8,2,1,135,81
2025-04-20,10:00:00,2,19,8,2,2,134,87
2025-04-20,11:00:00,2,19,8,1,2,132,91
2025-04-20,12:00:00,2,19,8,1,2,130,96
2025-04-20,13:00:00,3,19,8,1,2,130,105
2025-04-20,14:00:00,3,18,8,1,2,128,109
2025-04-20,15:00:00,3,17,8,1,2,127,111
2025-04-20,16:00:00,3,17,8,1,2,128,111
2025-04-20,17:00:00,3,17,8,1,2,130,107
2025-04-20,18:00:00,3,16,7,1,1,130,101
2025-04-20,19:00:00,2,15,7,1,1,131,94
2025-04-20,20:00:00,2,13,6,1,1,132,86
2025-04-20,21:00:00,2,12,6,1,1,133,79
2025-04-20,22:00:00,2,10,5,1,0,131,69
2025-04-20,23:00:00,1,9,5,2,0,131,60
2025-04-21,00:00:00,1,10,5,2,0,130,56
2025-04-21,01:00:00,1,10,5,2,1,129,57
2025-04-21,02:00:00,1,9,5,2,1,127,54
2025-04-21,03:00:00,1,7,5,2,1,126,50
2025-04-21,04:00:00,1,6,4,1,1,127,57
2025-04-21,05:00:00,1,5,4,1,1,129,57
2025-04-21,06:00:00,1,4,3,1,0,130,55
2025-04-21,07:00:00,1,4,3,1,0,132,53
2025-04-21,08:00:00,1,3,3,2,0,134,50
2025-04-21,09:00:00,1,3,3,1,0,135,51
2025-04-21,10:00:00,2,3,2,1,0,134,60
2025-04-21,11:00:00,2,2,2,1,0,133,68
2025-04-21,12:00:00,2,2,2,1,0,133,73
2025-04-21,13:00:00,2,2,2,0,0,133,86
2025-04-21,14:00:00,2,1,1,0,0,132,93
2025-04-21,15:00:00,2,1,1,0,0,131,96
2025-04-21,16:00:00,2,1,1,1,0,133,94
2025-04-21,17:00:00,3,1,1,0,0,133,100
2025-04-21,18:00:00,3,1,1,1,0,133,100
2025-04-21,19:00:00,2,1,1,1,0,134,97
2025-04-21,20:00:00,2,1,1,1,0,135,90
2025-04-21,21:00:00,2,1,1,1,0,136,83
2025-04-21,22:00:00,2,1,1,1,0,135,73
2025-04-21,23:00:00,2,1,1,2,0,135,61
2025-04-22,00:00:00,1,1,1,2,0,133,53
2025-04-22,01:00:00,1,2,1,1,0,131,49
2025-04-22,02:00:00,1,2,1,1,0,128,45
2025-04-22,03:00:00,1,2,1,1,0,126,41
2025-04-22,04:00:00,1,2,1,1,0,125,37
2025-04-22,05:00:00,1,2,1,1,0,124,33
2025-04-22,06:00:00,1,2,1,2,0,126,31
2025-04-22,07:00:00,1,2,1,2,0,130,29
2025-04-22,08:00:00,1,2,1,2,0,134,26
2025-04-22,09:00:00,1,2,1,2,0,135,26
2025-04-22,10:00:00,2,5,3,1,1,136,78
2025-04-22,11:00:00,2,7,5,1,2,134,82
2025-04-22,12:00:00,2,9,7,1,3,132,87
2025-04-22,13:00:00,2,8,6,1,3,130,97
2025-04-22,14:00:00,3,7,5,1,2,126,102
2025-04-22,15:00:01,3,6,5,1,2,125,103
2025-04-22,16:00:00,3,6,5,1,1,126,104
2025-04-22,17:00:00,2,4,3,0,0,131,91
2025-04-22,18:00:00,2,4,3,1,0,132,90
2025-04-22,19:00:00,2,4,3,1,0,134,78
2025-04-22,20:01:10,2,4,3,1,0,136,63
2025-04-22,21:00:00,1,4,4,2,0,138,57
2025-04-22,22:00:00,1,4,4,2,0,138,53
2025-04-22,23:00:00,1,4,4,2,0,138,50
2025-04-23,00:00:00,1,4,4,2,0,137,50
2025-04-23,01:01:10,1,5,4,2,1,136,52
2025-04-23,02:00:00,1,5,4,2,1,135,54
2025-04-23,03:00:00,1,5,5,2,1,135,55
2025-04-23,04:00:00,1,5,5,2,1,133,54
2025-04-23,05:00:00,1,6,5,2,0,132,49
2025-04-23,06:00:00,1,6,6,2,0,133,44
2025-04-23,07:00:00,1,6,5,2,0,137,44
2025-04-23,08:00:00,1,5,5,3,0,140,40
2025-04-23,09:00:00,1,5,5,2,0,140,37
2025-04-23,10:00:00,1,4,3,2,0,138,52
2025-04-23,11:00:00,1,4,3,1,0,135,55
2025-04-23,12:00:00,1,5,5,1,0,134,57
2025-04-23,13:00:00,2,8,8,1,2,129,100
2025-04-23,14:00:00,3,7,7,1,2,125,109
2025-04-23,15:00:00,3,7,6,1,2,124,112
2025-04-23,16:00:00,3,7,6,1,2,124,115
2025-04-23,17:00:00,2,4,3,1,1,132,84
2025-04-23,18:00:00,2,4,4,1,1,136,78
2025-04-23,19:00:00,2,4,4,2,1,136,68
2025-04-23,20:00:00,1,5,4,2,1,137,58
2025-04-23,21:00:00,1,5,4,2,1,137,52
2025-04-23,22:00:00,1,5,4,2,1,136,47
2025-04-23,23:00:00,1,5,5,3,1,135,42
2025-04-24,00:00:00,1,6,5,2,1,133,37
2025-04-24,01:00:00,1,6,5,2,0,131,32
2025-04-24,02:00:00,1,6,6,2,0,130,26
2025-04-24,03:00:00,1,7,6,2,0,129,22
2025-04-24,04:00:00,1,7,6,2,0,128,19
2025-04-24,05:00:00,1,7,7,2,0,129,19
2025-04-24,06:00:00,1,8,7,2,0,133,22
2025-04-24,07:00:00,1,8,8,2,0,138,29
2025-04-24,08:00:00,1,8,8,2,0,142,30
2025-04-24,09:00:00,1,8,8,2,0,142,29
2025-04-24,10:00:00,1,7,7,2,0,143,35
2025-04-24,11:00:00,1,7,6,1,0,141,42
2025-04-24,12:00:00,1,7,7,1,0,140,49
2025-04-24,13:00:00,2,8,7,0,1,131,97
2025-04-24,14:00:00,3,7,6,0,1,127,101
2025-04-24,15:00:00,3,7,6,0,1,127,101
2025-04-24,16:00:00,2,8,7,0,1,131,99
2025-04-24,17:00:00,3,7,6,0,1,134,107
2025-04-24,18:00:00,3,7,6,1,1,133,107
2025-04-24,19:00:00,2,7,6,1,1,134,93
2025-04-24,20:00:00,2,7,6,2,1,135,77
2025-04-24,21:00:00,2,7,6,2,1,136,69
2025-04-24,22:00:00,2,7,6,2,1,136,65
2025-04-24,23:00:00,2,7,6,3,1,137,61
2025-04-25,00:00:00,1,8,6,3,1,135,58
2025-04-25,01:00:00,1,8,7,2,1,133,55
2025-04-25,02:00:00,1,8,7,2,1,131,52
2025-04-25,03:00:00,1,9,8,2,1,129,50
2025-04-25,04:00:00,1,9,8,2,1,128,44
2025-04-25,05:00:00,1,10,9,2,0,128,36
2025-04-25,06:00:00,1,10,9,2,0,130,30
2025-04-25,07:00:00,1,8,8,3,0,135,26
2025-04-25,08:00:00,1,6,5,3,0,139,22
2025-04-25,09:00:00,1,6,5,3,0,141,23
2025-04-25,10:00:00,2,6,5,2,1,132,68
2025-04-25,11:00:00,2,7,6,2,1,127,73
2025-04-25,12:00:00,2,7,6,4,2,126,72
2025-04-25,13:00:00,2,7,6,8,3,125,89
2025-04-25,14:00:00,2,5,4,5,2,122,97
2025-04-25,15:00:00,2,4,4,5,2,121,98
2025-04-25,16:00:00,2,4,4,5,2,122,93
2025-04-25,17:00:00,2,6,5,6,2,127,86
2025-04-25,18:00:00,2,6,6,6,2,128,82
2025-04-25,19:00:00,2,6,6,6,1,130,75
2025-04-25,20:00:00,2,6,6,5,1,131,66
2025-04-25,21:00:00,1,6,5,4,1,132,58
2025-04-25,22:00:00,1,5,5,3,0,132,51
2025-04-25,23:00:00,1,5,5,3,0,132,48
2025-04-26,00:00:00,1,5,5,2,0,132,46
2025-04-26,01:00:00,1,5,5,1,0,132,53
2025-04-26,02:00:00,1,5,5,1,0,132,51
2025-04-26,03:00:00,1,5,5,1,0,132,49
2025-04-26,04:00:00,1,5,5,1,0,131,47
2025-04-26,05:00:00,1,5,5,1,0,131,48
2025-04-26,06:00:00,1,5,5,1,0,130,50
2025-04-26,07:00:00,1,5,5,1,0,130,54
2025-04-26,08:00:00,1,5,4,1,0,129,58
2025-04-26,09:00:00,2,4,4,1,0,128,63
2025-04-26,10:00:00,2,3,3,1,0,125,74
2025-04-26,11:00:00,2,2,2,1,0,123,79
2025-04-26,12:00:00,2,2,2,0,0,121,79
2025-04-26,13:00:00,2,1,1,0,0,120,83
2025-04-26,14:00:00,2,1,1,0,0,119,86
2025-04-26,15:00:00,2,1,1,0,0,119,87
2025-04-26,16:00:00,2,1,1,0,0,120,88
2025-04-26,17:00:00,2,1,1,0,0,121,89
2025-04-26,18:00:00,2,1,1,0,0,122,90
2025-04-26,19:00:00,2,1,1,1,0,123,84
2025-04-26,20:00:00,2,2,2,1,0,124,84
2025-04-26,21:00:00,2,3,2,1,0,126,82
2025-04-26,22:00:00,2,4,3,1,0,126,79
2025-04-26,23:00:00,2,5,5,1,0,127,77
2025-04-27,00:00:00,2,6,5,1,0,127,77
2025-04-27,01:00:00,2,6,6,1,1,128,77
2025-04-27,02:00:00,2,6,5,1,1,133,75
2025-04-27,03:00:00,2,5,4,1,1,140,72
2025-04-27,04:00:00,2,3,3,2,1,146,71
2025-04-27,05:00:00,2,2,2,2,2,149,76
2025-04-27,06:00:00,2,2,1,2,2,150,83
2025-04-27,07:00:00,2,1,1,3,2,148,87
2025-04-27,08:00:00,2,1,1,3,2,147,89
2025-04-27,09:00:00,2,1,1,3,2,145,90
2025-04-27,10:00:00,2,1,1,2,3,144,92
2025-04-27,11:00:00,2,2,1,2,3,143,97
2025-04-27,12:00:00,3,2,2,1,2,142,103
2025-04-27,13:00:00,3,2,2,0,2,143,108
2025-04-27,14:00:00,3,2,2,0,1,141,108
2025-04-27,15:00:00,3,2,2,0,2,140,109
2025-04-27,16:00:00,3,3,2,0,3,139,111
2025-04-27,17:00:00,3,3,2,1,4,140,112
2025-04-27,18:00:00,3,3,2,1,4,140,112
2025-04-27,19:00:00,3,2,2,1,3,141,105
2025-04-27,20:00:00,2,1,1,1,2,142,99
2025-04-27,21:00:00,2,1,1,1,2,144,95
2025-04-27,22:00:00,2,1,0,1,1,144,92
2025-04-27,23:00:00,2,1,0,1,2,145,92
2025-04-28,00:00:00,2,1,0,1,2,146,93
2025-04-28,01:00:00,2,0,0,1,2,147,93
2025-04-28,02:00:00,2,0,0,1,2,148,92
2025-04-28,03:00:00,2,0,0,1,2,149,92
2025-04-28,04:00:00,2,1,0,1,2,148,91
2025-04-28,05:00:00,2,1,0,1,2,148,90
2025-04-28,06:00:00,2,1,0,1,2,150,90
2025-04-28,07:00:00,2,1,0,2,3,152,88
2025-04-28,08:00:00,2,1,0,2,3,152,87
2025-04-28,09:00:00,2,1,0,2,3,151,88
2025-04-28,10:00:00,2,1,0,1,2,147,99
2025-04-28,11:00:00,3,1,0,1,1,145,102
2025-04-28,12:00:00,3,1,1,0,1,143,104
2025-04-28,13:00:00,3,1,1,0,1,144,106
2025-04-28,14:00:00,3,1,1,0,1,143,106
2025-04-28,15:00:00,3,1,1,0,1,142,106
2025-04-28,16:00:00,3,1,1,0,1,142,107
2025-04-28,17:00:00,3,2,1,0,1,143,107
2025-04-28,18:00:00,3,2,2,0,2,143,107
2025-04-28,19:00:00,2,2,2,1,2,145,95
2025-04-28,20:00:00,2,3,2,2,1,147,78
2025-04-28,21:00:00,2,3,2,2,1,149,68
2025-04-28,22:00:00,2,3,2,2,1,150,60
2025-04-28,23:00:00,1,3,2,2,1,151,57
2025-04-29,00:00:00,1,3,3,2,1,151,55
2025-04-29,01:00:00,1,4,3,2,1,151,53
2025-04-29,02:00:00,1,4,3,2,1,151,48
2025-04-29,03:00:00,1,4,3,2,1,152,43
2025-04-29,04:00:00,1,4,3,2,0,154,38
2025-04-29,05:00:00,1,4,3,3,0,156,35
2025-04-29,06:00:00,1,6,3,0,0,160,33
2025-04-29,07:00:00,1,3,3,3,0,162,33
2025-04-29,08:00:00,1,3,2,3,0,160,32
2025-04-29,09:00:00,1,2,2,2,0,157,35
2025-04-29,10:00:00,2,3,2,5,4,147,92
2025-04-29,11:00:00,3,2,2,4,4,144,102
2025-04-29,12:00:00,3,2,2,3,3,141,106
2025-04-29,13:00:00,3,2,2,2,3,141,112
2025-04-29,14:00:00,3,2,2,2,3,139,116
2025-04-29,15:00:00,3,3,2,1,3,138,119
2025-04-29,16:00:00,3,3,3,1,2,138,121
2025-04-29,17:00:00,3,3,3,1,2,138,118
2025-04-29,18:00:00,3,3,3,1,2,138,114
2025-04-29,19:00:00,3,3,2,2,2,138,108
2025-04-29,20:00:00,2,3,2,0,1,139,95
2025-04-29,21:00:00,2,2,1,3,1,141,86
2025-04-29,22:00:00,2,2,2,3,1,141,78
2025-04-29,23:00:00,2,2,2,4,1,142,73
2025-04-30,00:00:00,2,2,2,4,1,142,70
2025-04-30,01:00:00,2,2,2,4,1,140,66
2025-04-30,02:00:00,1,2,2,3,1,139,60
2025-04-30,03:00:00,1,2,1,3,0,138,55
2025-04-30,04:00:00,1,2,1,3,0,137,52
2025-04-30,05:00:00,1,2,1,2,0,136,49
2025-04-30,06:00:00,1,2,1,3,0,137,47
2025-04-30,07:00:00,1,2,1,3,0,140,45
2025-04-30,08:00:00,1,2,1,2,0,141,44
2025-04-30,09:00:00,1,2,1,2,1,140,46
2025-04-30,10:00:00,2,3,2,1,2,137,85
2025-04-30,11:00:00,2,3,2,1,2,134,95
2025-04-30,12:00:00,2,3,2,0,1,132,100
2025-04-30,13:00:00,3,3,2,0,1,132,105
2025-04-30,14:00:00,3,3,2,0,1,130,107
2025-04-30,15:00:00,3,3,2,0,1,128,109
2025-04-30,16:00:00,2,3,2,1,1,131,98
2025-04-30,17:00:00,2,3,3,1,1,138,78
2025-04-30,18:00:00,2,4,3,2,1,141,71
2025-04-30,19:00:00,2,4,3,3,1,142,68
2025-04-30,20:00:05,2,4,3,3,1,142,62
2025-04-30,21:00:00,1,4,3,3,1,143,58
2025-04-30,22:00:00,1,4,3,3,1,141,53
2025-04-30,23:00:02,1,4,3,3,1,140,49
2025-05-01,00:00:00,1,4,3,3,1,139,47
2025-05-01,01:00:00,1,5,4,3,1,138,50
2025-05-01,02:00:00,1,6,5,2,1,139,55
2025-05-01,03:00:00,1,6,5,2,1,140,60
2025-05-01,04:00:00,2,6,5,3,1,139,60
2025-05-01,05:00:00,1,7,6,3,1,138,52
2025-05-01,06:00:00,1,7,6,3,0,140,41
2025-05-01,07:00:00,1,7,6,3,0,144,31
2025-05-01,08:00:00,1,5,4,3,0,147,28
2025-05-01,09:00:00,1,5,4,2,0,146,34
2025-05-01,10:00:00,2,5,4,1,3,133,95
2025-05-01,11:00:00,3,6,5,1,3,131,100
2025-05-01,12:00:00,3,6,6,1,4,130,103
2025-05-01,13:00:00,3,5,5,1,4,126,112
2025-05-01,14:00:00,3,5,4,1,3,123,116
2025-05-01,15:00:00,3,5,4,1,3,122,117
2025-05-01,16:00:00,3,5,4,1,3,123,118
2025-05-01,17:00:00,3,5,4,1,3,123,117
2025-05-01,18:00:00,3,5,4,1,3,124,114
2025-05-01,19:00:00,3,5,4,2,2,127,100
2025-05-01,20:00:00,2,5,4,3,2,130,83
2025-05-01,21:00:00,2,5,4,3,1,131,69
2025-05-01,22:00:00,1,5,4,4,1,130,57
2025-05-01,23:00:00,1,5,4,4,1,129,50
2025-05-02,00:00:00,1,5,4,4,1,128,45
2025-05-02,01:00:00,1,4,4,4,1,126,42
2025-05-02,02:00:00,1,4,4,4,0,123,37
2025-05-02,03:00:00,1,4,3,4,0,121,33
2025-05-02,04:00:00,1,4,3,3,0,119,30
2025-05-02,05:00:00,1,3,3,3,0,118,27
2025-05-02,06:00:00,1,3,3,3,0,120,25
2025-05-02,07:00:00,1,3,3,4,0,123,22
2025-05-02,08:00:00,1,3,3,4,0,127,19
2025-05-02,09:00:00,1,4,3,3,0,130,19
2025-05-02,10:00:00,1,5,4,3,1,134,28
2025-05-02,11:00:00,1,7,6,2,1,137,43
2025-05-02,12:00:00,2,9,8,2,2,139,63
2025-05-02,13:00:00,3,11,10,1,3,136,102
2025-05-02,14:00:00,3,10,9,0,2,133,107
2025-05-02,15:00:00,3,8,7,0,2,131,104
2025-05-02,16:00:00,3,6,6,0,2,132,102
2025-05-02,17:00:00,3,5,4,1,2,134,101
2025-05-02,18:00:00,3,5,4,1,3,135,102
2025-05-02,19:00:00,3,9,9,1,4,177,105
2025-05-02,20:00:00,3,8,8,1,5,168,102
2025-05-02,21:00:00,2,7,7,1,5,158,100
2025-05-02,22:00:00,2,5,5,1,4,148,95
2025-05-02,23:00:00,2,4,4,2,3,144,90
2025-05-03,00:00:00,2,3,3,2,2,145,86
2025-05-03,01:00:00,2,3,3,3,2,147,83
2025-05-03,02:00:00,2,3,3,3,3,150,82
2025-05-03,03:00:00,2,3,3,3,3,152,80
2025-05-03,04:00:00,2,3,3,2,3,152,78
2025-05-03,05:00:00,2,3,3,2,3,153,75
2025-05-03,06:00:00,2,3,3,3,3,153,72
2025-05-03,07:00:00,2,3,2,3,2,151,69
2025-05-03,08:00:00,2,2,2,2,2,148,69
2025-05-03,09:00:00,2,2,2,1,1,144,73
2025-05-03,10:00:00,2,2,1,1,1,139,90
2025-05-03,11:00:00,2,1,1,0,1,136,95
2025-05-03,12:00:00,2,2,1,0,0,135,95
2025-05-03,13:00:00,2,2,2,0,0,137,97
2025-05-03,14:00:00,2,2,2,0,0,137,98
2025-05-03,15:00:00,2,2,2,0,0,138,98
2025-05-03,16:00:00,2,3,3,0,0,142,100
2025-05-03,17:00:00,3,2,2,0,0,136,100
2025-05-03,18:00:00,3,2,2,0,0,135,100
2025-05-03,19:00:00,2,2,2,1,0,136,87
2025-05-03,20:00:00,2,2,2,2,0,136,69
2025-05-03,21:00:00,1,2,2,2,0,137,60
2025-05-03,22:00:00,1,3,2,2,0,137,55
2025-05-03,23:00:00,1,3,2,3,0,138,48
2025-05-04,00:00:00,1,3,3,2,0,137,42
2025-05-04,01:00:00,1,3,3,2,0,135,37
2025-05-04,02:00:00,1,3,3,2,0,133,34
2025-05-04,03:00:00,1,3,3,2,0,131,33
2025-05-04,04:00:00,1,3,3,2,0,129,31
2025-05-04,05:00:00,1,3,3,2,0,126,28
2025-05-04,06:00:00,1,3,3,3,0,126,23
2025-05-04,07:00:00,1,3,3,2,0,130,21
2025-05-04,08:00:00,1,3,3,2,0,131,22
2025-05-04,09:00:00,1,3,3,2,0,130,30
2025-05-04,10:00:00,2,4,4,1,1,133,100
2025-05-04,11:00:00,3,4,4,0,1,131,106
2025-05-04,12:00:00,3,4,4,0,1,129,108
2025-05-04,13:00:00,3,4,4,0,1,129,110
2025-05-04,14:00:00,3,5,4,0,1,128,111
2025-05-04,15:00:00,3,5,5,0,2,126,112
2025-05-04,16:00:00,3,5,5,0,2,127,114
2025-05-04,17:00:00,3,5,5,1,2,126,113
2025-05-04,18:00:00,3,5,5,1,2,126,113
2025-05-04,19:00:00,3,6,6,1,1,141,103
2025-05-04,20:00:00,2,7,7,1,1,146,91
2025-05-04,21:00:00,2,7,7,1,1,145,80
2025-05-04,22:00:00,2,6,6,1,1,137,67
2025-05-04,23:00:00,1,5,5,1,0,130,55
2025-05-05,00:00:00,1,5,4,2,0,125,45
2025-05-05,01:00:00,1,4,4,2,0,120,37
2025-05-05,02:00:00,1,4,3,2,0,116,31
2025-05-05,03:00:00,1,3,3,1,0,112,25
2025-05-05,04:00:00,1,3,3,1,0,109,21
2025-05-05,05:00:00,1,3,3,1,0,108,18
2025-05-05,06:00:00,1,4,2,2,0,110,18
2025-05-05,07:00:00,1,4,2,1,0,113,20
2025-05-05,08:00:00,1,4,2,1,0,116,20
2025-05-05,09:00:00,1,5,3,1,0,117,25
2025-05-05,10:00:00,2,6,3,1,1,121,64
2025-05-05,11:00:00,2,5,3,0,1,120,75
2025-05-05,12:00:00,2,5,3,0,1,119,78
2025-05-05,13:00:00,2,5,3,0,1,120,81
2025-05-05,14:00:00,2,5,3,0,1,119,83
2025-05-05,15:00:00,2,5,3,0,1,118,84
2025-05-05,16:00:00,2,4,3,0,0,118,80
2025-05-05,17:00:00,2,4,3,0,1,118,81
2025-05-05,18:00:00,2,4,4,0,1,121,84
2025-05-05,19:00:00,2,5,4,1,1,124,81
2025-05-05,20:00:00,2,6,5,1,1,130,75
2025-05-05,21:00:00,2,7,6,1,1,136,72
2025-05-05,22:00:00,2,7,6,2,1,137,68
2025-05-05,23:00:00,2,7,7,2,1,138,64
2025-05-06,00:00:00,2,7,7,1,1,138,61
2025-05-06,01:00:00,2,7,7,1,0,135,61
